"annotation_id","display_id","source_problem_id","dataset","category","pass","label","note","review_time_seconds","review_timer_started_at","review_tracking_expected_at","reviewer_id","assigned_at","submitted_at"
"cmtorcn9s00oyy8lced1revbt","47","140","phybench","classical mechanics","2","GRADER_FAILURE","Expressions are algebraically the same.","27","2026-09-05T19:10:26.262Z","2026-09-05T19:10:25.744Z","reviewer_bd1e34ba9a1f","2026-09-05T19:10:25.745Z","2026-09-05T19:11:19.299Z"
"cmtorea4d00p7y8lcoypzw2e7","6","332","phybench","classical mechanics","2","MODEL_FAILURE","","128","2026-09-05T19:11:43.607Z","2026-09-05T19:11:42.011Z","reviewer_bd1e34ba9a1f","2026-09-05T19:11:42.013Z","2026-09-05T19:15:24.172Z"
"cmtorjnlk00pzy8lctnxed30n","42","50","phybench","statistical physics & thermodynamics","2","GRADER_FAILURE","","29","2026-09-05T19:15:53.986Z","2026-09-05T19:15:52.759Z","reviewer_bd1e34ba9a1f","2026-09-05T19:15:52.760Z","2026-09-05T19:17:29.609Z"
"cmtorrvpb00qcy8lcgl4q82ck","101","05_cleaned_dag:1083","prism","statistical physics & thermodynamics","2","GRADER_FAILURE","","7","2026-09-05T19:22:19.359Z","2026-09-05T19:22:16.510Z","reviewer_0a6ec4550b1a","2026-09-05T19:22:16.511Z","2026-09-05T19:23:09.057Z"
"cmtosc1mk00qpy8lc1j46bvd4","196","6728e8d695a162eb76520086","hle-physics","condensed matter physics","2","PROBLEM_FAILURE","The reference answer does not specify any omega dependence","140","2026-09-05T19:37:58.091Z","2026-09-05T19:37:57.308Z","reviewer_3949bf152e16","2026-09-05T19:37:57.309Z","2026-09-05T19:40:23.607Z"
"cmtort3ca00qjy8lcdu92gf8l","106","05_cleaned_dag:2054","prism","statistical physics & thermodynamics","2","PROBLEM_FAILURE","","13","2026-09-05T19:23:14.151Z","2026-09-05T19:23:13.065Z","reviewer_0a6ec4550b1a","2026-09-05T19:23:13.066Z","2026-09-05T20:20:32.892Z"
"cmtotxqot00xqy8lcffdspkhh","98","05_cleaned_dag:1070","prism","statistical physics & thermodynamics","2","GRADER_FAILURE","","10","2026-09-05T20:22:50.188Z","2026-09-05T20:22:49.179Z","reviewer_0a6ec4550b1a","2026-09-05T20:22:49.181Z","2026-09-05T20:23:01.064Z"
"cmtoty22500y0y8lc6p2hvc4t","104","05_cleaned_dag:2032","prism","statistical physics & thermodynamics","2","GRADER_FAILURE","","10","2026-09-05T20:23:04.543Z","2026-09-05T20:23:03.916Z","reviewer_0a6ec4550b1a","2026-09-05T20:23:03.917Z","2026-09-05T20:23:16.514Z"
"cmtou1c2200zhy8lcpv4mayoc","107","05_cleaned_dag:2055","prism","statistical physics & thermodynamics","2","PROBLEM_FAILURE","","30","2026-09-05T20:25:43.001Z","2026-09-05T20:25:36.842Z","reviewer_0a6ec4550b1a","2026-09-05T20:25:36.843Z","2026-09-05T20:26:15.665Z"
"cmtoty5fh00y7y8lcuiephe2m","205","672ddd9bff7bf1483f564046","hle-physics","high energy & nuclear","1","GRADER_FAILURE","","63","2026-09-05T20:23:08.557Z","2026-09-05T20:23:08.284Z","reviewer_be9d15fa40c0","2026-09-05T20:23:08.285Z","2026-09-05T20:32:40.314Z"
"cmtotedqt00sjy8lcgxi0d76k","241","67401245b9a033e63640df4b","hle-physics","quantum mechanics","2","PROBLEM_FAILURE","The problem omits the factor of (1/2) in the pauli Z operators in the statement, even though the reference is derived using that factor.","905","2026-09-05T20:07:46.941Z","2026-09-05T20:07:45.940Z","reviewer_ba592d18054e","2026-09-05T20:07:45.941Z","2026-09-05T20:35:50.632Z"
"cmtoueqsq013cy8lchu9aom4o","109","05_cleaned_dag:2071","prism","statistical physics & thermodynamics","2","GRADER_FAILURE","","62","2026-09-05T20:36:03.860Z","2026-09-05T20:36:02.474Z","reviewer_ba592d18054e","2026-09-05T20:36:02.475Z","2026-09-05T20:38:28.128Z"
"cmtouahbj011ry8lc0qggkecc","150","AtomicPhysics/en/791","ugphysics","high energy & nuclear","1","GRADER_FAILURE","","100","2026-09-05T20:32:45.389Z","2026-09-05T20:32:43.565Z","reviewer_be9d15fa40c0","2026-09-05T20:32:43.566Z","2026-09-05T20:39:45.606Z"
"cmtoui7mi014by8lc9rjrtdgx","36","143","phybench","classical mechanics","2","GRADER_FAILURE","The model doesn't give its reasoning, but it ended up giving the right answer. I would classify this as grader failure because probably the prompting was not right (probably it didn't ask for the reasoning?).","229","2026-09-05T20:38:45.956Z","2026-09-05T20:38:44.249Z","reviewer_ba592d18054e","2026-09-05T20:38:44.250Z","2026-09-05T20:43:40.520Z"
"cmtoupf7m016uy8lc21yyz13m","234","67390df48dfa3346e87f711a","hle-physics","electrodynamics","2","PROBLEM_FAILURE","","131","2026-09-05T20:44:21.740Z","2026-09-05T20:44:20.673Z","reviewer_ba592d18054e","2026-09-05T20:44:20.674Z","2026-09-05T20:47:19.022Z"
"cmtoujs560150y8lco6792zvc","207","672dfdac63f8d9211905d385","hle-physics","high energy & nuclear","2","GRADER_FAILURE","","69","2026-09-05T20:39:57.803Z","2026-09-05T20:39:57.498Z","reviewer_be9d15fa40c0","2026-09-05T20:39:57.499Z","2026-09-05T20:49:09.212Z"
"cmtouuyca018gy8lcj6hvnjsw","216","673347de7c5871632811feec","hle-physics","quantum mechanics","2","PROBLEM_FAILURE","","35","2026-09-05T20:48:40.722Z","2026-09-05T20:48:38.745Z","reviewer_ba592d18054e","2026-09-05T20:48:38.746Z","2026-09-05T20:51:18.575Z"
"cmtouxczp019ly8lcc6bl8hok","1","285","phybench","classical mechanics","2","PROBLEM_FAILURE","The grader and the model got the same answer!","62","2026-09-05T20:50:31.614Z","2026-09-05T20:50:31.044Z","reviewer_be9d15fa40c0","2026-09-05T20:50:31.045Z","2026-09-05T20:52:00.294Z"
"cmtouygls01a2y8lcf87mh1y5","27","505","phybench","classical mechanics","2","GRADER_FAILURE","","80","2026-09-05T20:51:23.483Z","2026-09-05T20:51:22.383Z","reviewer_ba592d18054e","2026-09-05T20:51:22.384Z","2026-09-05T20:52:43.723Z"
"cmtov10al01bgy8lc2xkrt4ce","188","6723daed271ddeec8bacb9be","hle-physics","electrodynamics","2","MODEL_FAILURE","","90","2026-09-05T20:53:21.758Z","2026-09-05T20:53:21.212Z","reviewer_ba592d18054e","2026-09-05T20:53:21.213Z","2026-09-05T20:55:01.349Z"
"cmtov39g601c8y8lc147cw590","169","671bd4fb69d17f19519341dc","hle-physics","high energy & nuclear","2","PROBLEM_FAILURE","","60","2026-09-05T20:55:06.648Z","2026-09-05T20:55:06.389Z","reviewer_ba592d18054e","2026-09-05T20:55:06.390Z","2026-09-05T20:58:18.065Z"
"cmtouze5901aky8lcxd5kx7xf","61","01_cleaned_dag:1142","prism","classical mechanics","2","GRADER_FAILURE","","76","2026-09-05T20:52:08.310Z","2026-09-05T20:52:05.852Z","reviewer_be9d15fa40c0","2026-09-05T20:52:05.853Z","2026-09-05T20:58:44.751Z"
"cmtov7lfh01dby8lc1vx0idzz","3","83","phybench","electrodynamics","2","GRADER_FAILURE","","29","2026-09-05T20:58:30.279Z","2026-09-05T20:58:28.540Z","reviewer_ba592d18054e","2026-09-05T20:58:28.541Z","2026-09-05T21:00:07.831Z"
"cmtovj5n201emy8lci91s3rdl","66","01_cleaned_dag:2066","prism","classical mechanics","2","GRADER_FAILURE","","24","2026-09-05T21:07:31.760Z","2026-09-05T21:07:27.949Z","reviewer_ba592d18054e","2026-09-05T21:07:27.950Z","2026-09-05T21:08:54.255Z"
"cmtovl7va01eyy8lcqlsl4ra3","100","05_cleaned_dag:1080","prism","statistical physics & thermodynamics","2","GRADER_FAILURE","","34","2026-09-05T21:09:09.524Z","2026-09-05T21:09:04.148Z","reviewer_ba592d18054e","2026-09-05T21:09:04.150Z","2026-09-05T21:10:49.375Z"
"cmtlsnwi50088y8lck8bx0crk","13","457","phybench","classical mechanics","2","GRADER_FAILURE","The responses are equivalent, but the model did not show work.","107","2026-09-03T17:23:52.675Z","2026-09-03T17:23:52.012Z","reviewer_8983a05f1730","2026-09-03T17:23:52.013Z","2026-09-05T21:16:47.360Z"
"cmtovv85g01gwy8lcrtqaeiab","64","01_cleaned_dag:2037","prism","classical mechanics","2","GRADER_FAILURE","Answers are equivalent.  The only difference is that the model expands the weak field approximation to second order while the reference only expands to first order.","157","2026-09-05T21:16:52.865Z","2026-09-05T21:16:51.075Z","reviewer_8983a05f1730","2026-09-05T21:16:51.076Z","2026-09-05T21:20:23.117Z"
"cmtovzuly01hoy8lc874tj1kh","57","01_cleaned_dag:1013","prism","classical mechanics","2","GRADER_FAILURE","The two responses are identical.","140","2026-09-05T21:20:30.095Z","2026-09-05T21:20:26.805Z","reviewer_8983a05f1730","2026-09-05T21:20:26.806Z","2026-09-05T21:22:50.608Z"
"cmtow18dp01hzy8lc2vwsqxd8","59","01_cleaned_dag:1071","prism","classical mechanics","2","GRADER_FAILURE","Answer match exactly and the model explored the weak propulsion limit.","61","2026-09-05T21:21:34.010Z","2026-09-05T21:21:31.309Z","reviewer_bd1e34ba9a1f","2026-09-05T21:21:31.310Z","2026-09-05T21:24:12.422Z"
"cmtow30su01igy8lcg8m3znoj","58","01_cleaned_dag:1070","prism","classical mechanics","2","GRADER_FAILURE","Answers are identical","221","2026-09-05T21:22:55.746Z","2026-09-05T21:22:54.798Z","reviewer_8983a05f1730","2026-09-05T21:22:54.799Z","2026-09-05T21:27:13.680Z"
"cmtovnm4t01ffy8lc0tdlsajg","63","01_cleaned_dag:2016","prism","classical mechanics","2","GRADER_FAILURE","","388","2026-09-05T21:10:56.916Z","2026-09-05T21:10:55.949Z","reviewer_ba592d18054e","2026-09-05T21:10:55.950Z","2026-09-05T21:28:34.504Z"
"cmtow8mry01jiy8lc9rjrctdc","65","01_cleaned_dag:2056","prism","classical mechanics","2","PROBLEM_FAILURE","The reference introduces an erroneous factor of 2.","184","2026-09-05T21:27:19.222Z","2026-09-05T21:27:16.555Z","reviewer_8983a05f1730","2026-09-05T21:27:16.558Z","2026-09-05T21:30:54.328Z"
"cmtowddqo01kyy8lc7knl07vm","60","01_cleaned_dag:1075","prism","classical mechanics","2","GRADER_FAILURE","Responses are equivalent.","50","2026-09-05T21:30:59.476Z","2026-09-05T21:30:58.128Z","reviewer_8983a05f1730","2026-09-05T21:30:58.129Z","2026-09-05T21:31:51.306Z"
"cmtowel0w01lfy8lc32n5yyi7","97","04_cleaned_dag:4101","prism","classical mechanics","2","PROBLEM_FAILURE","Not enough information is given in the problem.  The model correctly notes ""t_f cannot be determined from the given information. Therefore, none of the listed options can be uniquely selected.""","50","2026-09-05T21:31:54.705Z","2026-09-05T21:31:54.223Z","reviewer_8983a05f1730","2026-09-05T21:31:54.224Z","2026-09-05T21:33:55.384Z"
"cmtowafau01jzy8lcy1s6wuox","221","67361730dba36cc0d595f422","hle-physics","quantum mechanics","2","PROBLEM_FAILURE","","20","2026-09-05T21:28:41.692Z","2026-09-05T21:28:40.181Z","reviewer_ba592d18054e","2026-09-05T21:28:40.182Z","2026-09-05T21:34:20.939Z"
"cmtowbucv01kfy8lc17rdzola","76","02_cleaned_dag:2089","prism","statistical physics & thermodynamics","2","PROBLEM_FAILURE","The problem state is weird i.e. repeat part a without asking for another change and the solution is a mess. Also I do not understand why this is in stat and thermo physics.","214","2026-09-05T21:29:48.006Z","2026-09-05T21:29:46.350Z","reviewer_bd1e34ba9a1f","2026-09-05T21:29:46.351Z","2026-09-05T21:35:05.882Z"
"cmtowis6501njy8lcow7qjv7o","102","05_cleaned_dag:1127","prism","statistical physics & thermodynamics","2","GRADER_FAILURE","The solution is worked and matches the reference.","39","2026-09-05T21:35:11.524Z","2026-09-05T21:35:10.108Z","reviewer_bd1e34ba9a1f","2026-09-05T21:35:10.109Z","2026-09-05T21:36:55.141Z"
"cmtowhn5u01mmy8lcib6cuu2y","136","ClassicalMechanics/en/231","ugphysics","classical mechanics","2","PROBLEM_FAILURE","The model is an internally correct response.  The reference does not show how it arrived at \sqrt{3}\omega_1 from the Euler equations.","142","2026-09-05T21:34:18.336Z","2026-09-05T21:34:16.961Z","reviewer_8983a05f1730","2026-09-05T21:34:16.962Z","2026-09-05T21:37:02.991Z"
"cmtowhtgs01mty8lcey61gf2a","139","ClassicalMechanics/en/267","ugphysics","classical mechanics","2","PROBLEM_FAILURE","","63","2026-09-05T21:34:26.310Z","2026-09-05T21:34:25.130Z","reviewer_ba592d18054e","2026-09-05T21:34:25.132Z","2026-09-05T21:39:52.922Z"
"cmtowlnwc01ouy8lcq5ut2l53","149","ClassicalMechanics/en/1","ugphysics","classical mechanics","2","PROBLEM_FAILURE","The reference fails to recognize the ""from launch"" implies v(0) = 0, which I think is reasonable.","86","2026-09-05T21:37:25.174Z","2026-09-05T21:37:24.540Z","reviewer_bd1e34ba9a1f","2026-09-05T21:37:24.541Z","2026-09-05T21:41:03.651Z"
"cmtowl9zc01oly8lc6gs43tjs","134","ClassicalMechanics/en/489","ugphysics","classical mechanics","2","PROBLEM_FAILURE","reference is incorrect.  In critical damping, we have the fastest decay without overshooting, but not necessarily the fastest possible way to get to the equilibrium position.  Perhaps the question meant ""without overshoot,"" but it didn't state that, which would be another issue with the problem/reference.","135","2026-09-05T21:37:07.119Z","2026-09-05T21:37:06.503Z","reviewer_8983a05f1730","2026-09-05T21:37:06.504Z","2026-09-05T21:41:47.560Z"
"cmtowozso01q2y8lc6kg4hrmk","212","672ff8317b5ea0144d26c82d","hle-physics","quantum mechanics","2","MODEL_FAILURE","","73","2026-09-05T21:40:00.310Z","2026-09-05T21:39:59.928Z","reviewer_ba592d18054e","2026-09-05T21:39:59.929Z","2026-09-05T21:43:25.728Z"
"cmtowrdf401r9y8lcs8umgwwx","143","TheoreticalMechanics/en/185","ugphysics","classical mechanics","2","GRADER_FAILURE","The responses are different, but both defensible.  It depends on the definition of frequencies in action-angle space, and whether a factor of 2*pi is introduced.  This is ambiguous in the problem.  Although the model uses the more common convention.","129","2026-09-05T21:41:51.887Z","2026-09-05T21:41:50.895Z","reviewer_8983a05f1730","2026-09-05T21:41:50.897Z","2026-09-05T21:44:53.211Z"
"cmtowtnx901s7y8lcfh9bgbfm","8","409","phybench","electrodynamics","2","GRADER_FAILURE","","30","2026-09-05T21:43:42.593Z","2026-09-05T21:43:37.820Z","reviewer_ba592d18054e","2026-09-05T21:43:37.821Z","2026-09-05T21:45:16.262Z"
"cmtowqjji01qty8lc4i8zj9mr","113","05_cleaned_dag:2137","prism","statistical physics & thermodynamics","2","GRADER_FAILURE","The reasoning and math is show slightly different but the final quantities match.","175","2026-09-05T21:41:14.754Z","2026-09-05T21:41:12.173Z","reviewer_bd1e34ba9a1f","2026-09-05T21:41:12.174Z","2026-09-05T21:45:56.006Z"
"cmtowvnmk01t7y8lci5mjjyjl","99","05_cleaned_dag:1077","prism","statistical physics & thermodynamics","2","PROBLEM_FAILURE","Both responses are defensible, but the problem is not internally consistent, since the mixed partials (Maxwell relations) don't hold for the equation of state.","241","2026-09-05T21:45:12.724Z","2026-09-05T21:45:10.747Z","reviewer_8983a05f1730","2026-09-05T21:45:10.748Z","2026-09-05T21:49:53.901Z"
"cmtox27uc01uwy8lcxauba0e4","110","05_cleaned_dag:2072","prism","statistical physics & thermodynamics","2","GRADER_FAILURE","I assume that the reference response meant to write cube root of 2 in the denominator, in which case the answers are equivalent.  It's the model that wrote it correctly though.","96","2026-09-05T21:50:18.035Z","2026-09-05T21:50:16.883Z","reviewer_8983a05f1730","2026-09-05T21:50:16.885Z","2026-09-05T21:52:19.977Z"
"cmtox564k01vfy8lcdsp5twrp","105","05_cleaned_dag:2037","prism","statistical physics & thermodynamics","2","GRADER_FAILURE","Responses are correct and equivalent.","37","2026-09-05T21:52:36.398Z","2026-09-05T21:52:34.627Z","reviewer_8983a05f1730","2026-09-05T21:52:34.628Z","2026-09-05T21:53:20.285Z"
"cmtox6coj01vpy8lcrjliyfoa","103","05_cleaned_dag:1137","prism","statistical physics & thermodynamics","2","PROBLEM_FAILURE","The model response is correct.  Both use the same correct method, but the reference has a small arithmetic error in part 2.","82","2026-09-05T21:53:31.014Z","2026-09-05T21:53:29.778Z","reviewer_8983a05f1730","2026-09-05T21:53:29.779Z","2026-09-05T21:55:25.989Z"
"cmtox8zm401w7y8lcltjl3tkv","112","05_cleaned_dag:2105","prism","statistical physics & thermodynamics","2","PROBLEM_FAILURE","Most responses are equivalent and correct, but the reference has the incorrect weak-field correction, since N is fixed here.","130","2026-09-05T21:55:35.069Z","2026-09-05T21:55:32.812Z","reviewer_8983a05f1730","2026-09-05T21:55:32.813Z","2026-09-05T21:58:35.396Z"
"cmtoxdeai01xay8lcba58omud","38","65","phybench","electrodynamics","2","GRADER_FAILURE","","25","2026-09-05T21:58:59.528Z","2026-09-05T21:58:58.457Z","reviewer_bd1e34ba9a1f","2026-09-05T21:58:58.458Z","2026-09-05T21:59:34.821Z"
"cmtoxepl901xvy8lciza23r2h","41","333","phybench","electrodynamics","2","GRADER_FAILURE","","30","2026-09-05T22:00:00.753Z","2026-09-05T21:59:59.756Z","reviewer_bd1e34ba9a1f","2026-09-05T21:59:59.757Z","2026-09-05T22:00:31.499Z"
"cmtoxdfzg01xfy8lc0fi0bfcn","108","05_cleaned_dag:2067","prism","statistical physics & thermodynamics","2","GRADER_FAILURE","both are correct.  Response 1 does make a small error in the density of states, but that's immaterial for the answer of whether or not there is a BEC.","100","2026-09-05T21:59:01.832Z","2026-09-05T21:59:00.651Z","reviewer_8983a05f1730","2026-09-05T21:59:00.652Z","2026-09-05T22:01:58.134Z"
"cmtoxhge001yey8lcv0v6wkxp","23","310","phybench","relativity","2","GRADER_FAILURE","answers are identical, but model doesn't show work.","20","2026-09-05T22:02:08.757Z","2026-09-05T22:02:07.799Z","reviewer_8983a05f1730","2026-09-05T22:02:07.800Z","2026-09-05T22:02:34.371Z"
"cmtoxibcr01ymy8lcj8fwl1i1","55","654","phybench","relativity","2","GRADER_FAILURE","Responses are equivalent.","20","2026-09-05T22:02:49.326Z","2026-09-05T22:02:47.930Z","reviewer_8983a05f1730","2026-09-05T22:02:47.932Z","2026-09-05T22:03:10.406Z"
"cmtoxiilc01yry8lc64olzbsz","232","67382f8535f9616e390e73ae","hle-physics","quantum mechanics","2","GRADER_FAILURE","","21","2026-09-05T22:02:57.691Z","2026-09-05T22:02:57.311Z","reviewer_be9d15fa40c0","2026-09-05T22:02:57.312Z","2026-09-05T22:05:04.721Z"
"cmtoxlxqe01zdy8lc7qiiotgh","197","672a26f8b4642f4105e02119","hle-physics","high energy & nuclear","2","MODEL_FAILURE","","5","2026-09-05T22:05:37.180Z","2026-09-05T22:05:36.901Z","reviewer_be9d15fa40c0","2026-09-05T22:05:36.902Z","2026-09-05T22:07:12.898Z"
"cmtoxoh5501zsy8lccy4s94rz","210","672fc00e13e5fbd332372f3f","hle-physics","high energy & nuclear","2","MODEL_FAILURE","","25","2026-09-05T22:07:36.149Z","2026-09-05T22:07:35.368Z","reviewer_be9d15fa40c0","2026-09-05T22:07:35.369Z","2026-09-05T22:09:56.027Z"
"cmtoxrmtn0203y8lc3ibeihrf","163","66fcbb1e2c2f679cc795985f","hle-physics","electrodynamics","2","PROBLEM_FAILURE","","28","2026-09-05T22:10:03.254Z","2026-09-05T22:10:02.698Z","reviewer_be9d15fa40c0","2026-09-05T22:10:02.699Z","2026-09-05T22:11:12.544Z"
"cmtoxt8ni020cy8lcu0ek9q91","158","66f86bbb27a30cecdc2d6c7e","hle-physics","high energy & nuclear","2","PROBLEM_FAILURE","","3","2026-09-05T22:11:18.039Z","2026-09-05T22:11:17.645Z","reviewer_be9d15fa40c0","2026-09-05T22:11:17.646Z","2026-09-05T22:12:47.981Z"
"cmtoxv9ie020jy8lcpvnh4rni","206","672de1afed6de72b75b8c7e6","hle-physics","high energy & nuclear","2","PROBLEM_FAILURE","Both answers are correct","20","2026-09-05T22:12:52.279Z","2026-09-05T22:12:52.068Z","reviewer_be9d15fa40c0","2026-09-05T22:12:52.071Z","2026-09-05T22:15:09.169Z"
"cmtoxya09020wy8lcedqocwzm","162","66fc6a20d90ebe461bfd0cc7","hle-physics","high energy & nuclear","2","PROBLEM_FAILURE","the answers agree up to a convention issue (depending on whether the two final state fermions are distinguishable)","37","2026-09-05T22:15:15.487Z","2026-09-05T22:15:12.680Z","reviewer_be9d15fa40c0","2026-09-05T22:15:12.681Z","2026-09-05T22:20:51.070Z"
"cmtoy5mdi021wy8lcm9zw7y1v","236","67398780bcaf1e028b8576a2","hle-physics","high energy & nuclear","2","GRADER_FAILURE","","14","2026-09-05T22:20:57.071Z","2026-09-05T22:20:55.302Z","reviewer_be9d15fa40c0","2026-09-05T22:20:55.303Z","2026-09-05T22:23:47.168Z"
"cmtozg8g00001x94aosejuxfp","179","67213cb9043b1e724244a1c6","hle-physics","atomic, molecular, and optical physics","2","PROBLEM_FAILURE","I verified against PySCF (a numerical program for quantum chemistry), it is indeed a problem failure","90","2026-09-05T22:57:10.710Z","2026-09-05T22:57:10.079Z","reviewer_51706841e6c0","2026-09-05T22:57:10.080Z","2026-09-05T23:02:25.593Z"
"cmtp1fh73001vx94a60ibn9yu","161","66fc56f5d90ebe461bfd0c9c","hle-physics","high energy & nuclear","2","MODEL_FAILURE","","34","2026-09-05T23:52:37.766Z","2026-09-05T23:52:33.998Z","reviewer_be9d15fa40c0","2026-09-05T23:52:33.999Z","2026-09-05T23:54:58.684Z"
"cmtp1inez002ex94a1kuj89eh","195","6728d1e3a8053eddd7a7f24a","hle-physics","high energy & nuclear","2","GRADER_FAILURE","","9","2026-09-05T23:55:02.596Z","2026-09-05T23:55:02.026Z","reviewer_be9d15fa40c0","2026-09-05T23:55:02.027Z","2026-09-05T23:56:29.912Z"
"cmtp1hsoo0025x94adm0osesm","153","66e9032060abc895aedcf460","hle-physics","fluid mechanics","2","PROBLEM_FAILURE","","44","2026-09-05T23:54:22.497Z","2026-09-05T23:54:22.199Z","reviewer_ba592d18054e","2026-09-05T23:54:22.200Z","2026-09-05T23:57:43.965Z"
"cmtp1klvr002px94ac1icx39b","189","67249cc8709ecff358139741","hle-physics","high energy & nuclear","2","PROBLEM_FAILURE","","11","2026-09-05T23:56:34.007Z","2026-09-05T23:56:33.350Z","reviewer_be9d15fa40c0","2026-09-05T23:56:33.351Z","2026-09-05T23:57:49.639Z"
"cmtp1mh7m0034x94al22mwo3o","67","01_cleaned_dag:3010","prism","relativity","2","GRADER_FAILURE","","20","2026-09-05T23:58:01.207Z","2026-09-05T23:58:00.608Z","reviewer_ba592d18054e","2026-09-05T23:58:00.610Z","2026-09-05T23:58:30.862Z"
"cmtp1nkm1003fx94aznjz66ge","68","01_cleaned_dag:3031","prism","relativity","2","GRADER_FAILURE","","40","2026-09-05T23:58:54.890Z","2026-09-05T23:58:51.673Z","reviewer_ba592d18054e","2026-09-05T23:58:51.674Z","2026-09-05T23:59:39.180Z"
"cmtp1mb7o002zx94a3vayjimw","250","6726119595fd0ad0b8ae2978","hle-physics","high energy & nuclear","2","PROBLEM_FAILURE","","31","2026-09-05T23:57:54.729Z","2026-09-05T23:57:52.835Z","reviewer_be9d15fa40c0","2026-09-05T23:57:52.836Z","2026-09-06T00:00:29.340Z"
